P,Player,Week,Team,Opp,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
WR,Harry Douglas,16,TEN,JAX,6,4500,3000,7.3,10
WR,Jeremy Maclin,17,KC,SD,8,5300,4700,7.3,9
WR,Michael Crabtree,17,OAK,DEN,1,6100,5600,7.2,10
RB,Chris Thompson,17,WAS,NYG,9,5400,3700,7.2,10
WR,Emmanuel Sanders,9,DEN,OAK,26,6800,6300,7.2,10
RB,Jonathan Williams,8,BUF,NE,9,4500,3000,7.2,7
TE,Stephen Anderson,10,HOU,JAX,8,4500,2500,7.2,8
RB,Mike Gillislee,11,BUF,CIN,21,5600,4100,7.2,7
TE,Dennis Pitta,3,BAL,JAX,13,5000,3400,7.2,10
RB,Jerick McKinnon,3,MIN,CAR,23,5300,3800,7.2,8
WR,Julian Edelman,3,NE,HOU,8,6700,6400,7.2,9
TE,Charles Clay,4,BUF,NE,20,5100,2600,7.2,10
WR,Quinton Patton,6,SF,BUF,13,4700,3000,7.2,9
WR,Danny Amendola,11,NE,SF,29,4500,3500,7.2,8
WR,Kendall Wright,11,TEN,IND,16,4700,4200,7.2,9
TE,Mychal Rivera,13,OAK,BUF,14,4500,2500,7.2,9
TE,Vernon Davis,13,WAS,ARI,1,4600,3300,7.2,10
WR,Daniel Brown,14,CHI,DET,7,4500,2500,7.2,10
WR,Brandon Coleman,14,NO,TB,20,4500,3000,7.2,10
WR,Larry Fitzgerald,15,ARI,NO,15,7200,7000,7.2,12
WR,Odell Beckham Jr,11,NYG,CHI,32,9000,8500,7.1,10
WR,Mike Wallace,12,BAL,CIN,6,6700,5300,7.1,9
WR,Jordan Taylor,12,DEN,KC,27,4500,3000,7.1,8
WR,Randall Cobb,12,GB,PHI,19,6600,5700,7.1,10
WR,Mohamed Sanu,16,ATL,CAR,26,5200,5100,7.1,9
RB,Justin Forsett,16,DEN,KC,19,5100,3600,7.1,7
WR,Quincy Enunwa,5,NYJ,PIT,7,6200,4600,7.1,9
RB,Kenyan Drake,9,MIA,NYJ,16,4500,3000,7.1,8
RB,Bilal Powell,9,NYJ,MIA,9,5400,4100,7.1,9
WR,Doug Baldwin,8,SEA,NO,19,7200,6900,7.1,9
TE,Rob Gronkowski,10,NE,SEA,3,8000,6900,7.1,9
WR,Kelvin Benjamin,11,CAR,NO,18,7100,7300,7.1,9
RB,Duke Johnson,11,CLE,PIT,30,5000,3800,7.1,9
TE,Jack Doyle,16,IND,OAK,24,4500,2800,7.1,10
RB,Rashad Jennings,16,NYG,PHI,13,5500,4400,7.1,9
WR,Dontrelle Inman,17,SD,KC,19,5700,5300,7.1,9
WR,Andre Holmes,2,OAK,ATL,15,4800,3000,7.1,8
RB,Jeremy Hill,4,CIN,MIA,18,7000,4100,7.1,7
WR,Stefon Diggs,4,MIN,NYG,18,7100,6100,7.1,10
RB,Robert Turbin,2,IND,DEN,3,4600,3000,7,7
RB,Mark Ingram,6,NO,CAR,14,6700,6000,7,8
WR,AJ Green,5,CIN,DAL,8,8700,8900,7,9
RB,Matt Forte,5,NYJ,PIT,24,7100,6200,7,8
WR,Kamar Aiken,7,BAL,NYJ,31,5300,3700,7,9
RB,Christine Michael,7,SEA,ARI,3,7600,6700,7,9
WR,Justin Hunter,9,BUF,SEA,8,5300,3000,7,8
TE,Rhett Ellison,9,MIN,DET,32,4500,2500,7,8
TE,Trey Burton,9,PHI,NYG,10,4500,2500,7,9
WR,Robert Woods,8,BUF,NE,10,5300,4000,7,9
RB,Charcandrick West,8,KC,IND,29,4500,3000,7,8
WR,Ted Ginn,10,CAR,KC,25,5300,3700,7,10
RB,Wendell Smallwood,10,PHI,ATL,20,4600,3700,7,7
TE,Vance McDonald,10,SF,ARI,1,4800,2700,7,9
RB,Lamar Miller,12,HOU,SD,28,7100,5800,7,10
WR,Harry Douglas,12,TEN,CHI,31,4500,3000,7,8
TE,Jermaine Gresham,14,ARI,MIA,26,4500,2500,7,10
WR,Stefon Diggs,14,MIN,JAX,5,6600,6500,7,9
WR,Mike Wallace,15,BAL,PHI,30,5900,4800,7,8
WR,Kenny Britt,15,LAR,SEA,20,6300,4600,7,9
RB,Terrance West,16,BAL,PIT,26,5800,4400,7,9
RB,Frank Gore,16,IND,OAK,25,6000,4800,7,9
WR,Bryan Walters,16,JAX,TEN,30,4500,3000,7,10
RB,DeMarco Murray,16,TEN,JAX,15,8400,7000,7,8
WR,Devante Parker,17,MIA,NE,7,6300,4300,7,10
TE,Jesse James,16,PIT,BAL,7,4500,2500,6.9,9
WR,Justin Hunter,17,BUF,NYJ,17,4700,3000,6.9,7
RB,Jonathan Grimes,17,HOU,TEN,3,4500,3000,6.9,9
WR,Odell Beckham Jr,17,NYG,WAS,13,8800,9000,6.9,9
WR,Justin Hunter,5,BUF,LA,18,4500,3000,6.9,7
WR,Robby Anderson,9,NYJ,MIA,25,4700,3000,6.9,9
WR,Cameron Meredith,11,CHI,NYG,12,5600,4100,6.9,9
TE,CJ Uzomah,1,CIN,NYJ,3,4500,2500,6.9,8
RB,James White,1,NE,ARI,7,4900,3600,6.9,9
TE,Brandon Myers,1,TB,ATL,29,4500,2500,6.9,7
WR,Allen Robinson,2,JAX,SD,16,8200,7800,6.9,8
RB,Giovani Bernard,3,CIN,DEN,13,5700,4300,6.9,9
RB,Robert Turbin,3,IND,SD,24,5100,3000,6.9,7
WR,Marqise Lee,3,JAX,BAL,8,4500,3000,6.9,9
TE,Ryan Griffin,4,HOU,TEN,13,4500,2600,6.9,8
WR,Russell Shepard,11,TB,KC,23,4500,3900,6.9,8
WR,TY Hilton,12,IND,PIT,4,8100,7900,6.9,8
RB,Rashad Jennings,12,NYG,CLE,31,6600,5600,6.9,8
WR,Doug Baldwin,12,SEA,TB,27,6800,6400,6.9,10
TE,Garrett Celek,12,SF,MIA,17,4500,2600,6.9,9
TE,Cameron Brate,12,TB,SEA,8,5400,3100,6.9,9
WR,Taylor Gabriel,13,ATL,KC,31,5700,4000,6.9,9
RB,Denard Robinson,13,JAX,DEN,23,4500,3200,6.9,7
WR,Nick Williams,14,ATL,LA,21,0,0,6.9,9
RB,Jalen Richard,15,OAK,SD,25,4900,3200,6.9,9
FB,Alan Cross,11,TB,KC,14,4500,2500,6.8,7
WR,Brandon Coleman,12,NO,LA,13,4500,3000,6.8,7
WR,Cody Core,13,CIN,PHI,23,4500,3000,6.8,8
WR,Neal Sterling,13,JAX,DEN,1,4500,2500,6.8,9
WR,Darren Waller,14,BAL,NE,7,4500,2500,6.8,7
RB,Spencer Ware,14,KC,OAK,29,7600,6300,6.8,7
RB,Jay Ajayi,14,MIA,ARI,2,7200,5900,6.8,7
WR,Cole Beasley,15,DAL,TB,18,6300,5100,6.8,9
TE,CJ Uzomah,5,CIN,DAL,30,5100,2500,6.8,9
WR,Anquan Boldin,5,DET,PHI,5,6300,4000,6.8,9
RB,Ryan Mathews,7,PHI,MIN,9,5800,3900,6.8,8
WR,Brian Quick,9,LAR,CAR,31,4500,3400,6.8,9
RB,Isaiah Crowell,10,CLE,BAL,1,6000,4200,6.8,8
WR,Dontrelle Inman,10,SD,MIA,26,5300,3400,6.8,9
TE,Jimmy Graham,10,SEA,NE,12,6600,5300,6.8,9
WR,Kenny Britt,11,LAR,MIA,26,6800,5200,6.8,9
WR,Demaryius Thomas,1,DEN,CAR,9,7200,7000,6.8,9
WR,Randall Cobb,2,GB,MIN,8,7400,7400,6.8,9
RB,Charcandrick West,2,KC,HOU,7,5800,3500,6.8,7
RB,Spencer Ware,3,KC,NYJ,8,6300,5700,6.8,8
WR,Charone Peake,6,NYJ,ARI,10,4500,3000,6.8,9
WR,Travis Benjamin,1,SD,KC,24,5600,4100,6.7,10
RB,Alfred Morris,2,DAL,WAS,28,5300,3600,6.7,7
RB,Mark Ingram,2,NO,NYG,17,7000,6200,6.7,9
RB,Deandre Washington,3,OAK,TEN,1,4900,3400,6.7,7
WR,Willie Snead,6,NO,CAR,11,7000,6400,6.7,9
WR,Stefon Diggs,11,MIN,ARI,5,6800,7000,6.7,10
WR,Adam Humphries,11,TB,KC,23,5300,3900,6.7,9
WR,Jarvis Landry,12,MIA,SF,30,7000,5900,6.7,9
RB,LeGarrette Blount,12,NE,NYJ,19,6800,5900,6.7,7
WR,Jordan Matthews,12,PHI,GB,32,5600,5000,6.7,9
WR,Breshad Perriman,14,BAL,NE,7,5400,3200,6.7,8
RB,Rashad Jennings,14,NYG,DAL,4,6100,4900,6.7,8
TE,Cameron Brate,14,TB,NO,19,5600,4100,6.7,9
TE,Gary Barnidge,16,CLE,SD,20,4500,2800,6.7,9
RB,Ryan Mathews,16,PHI,NYG,10,5400,4000,6.7,7
RB,Alex Collins,16,SEA,ARI,9,4500,3000,6.7,9
WR,Demaryius Thomas,17,DEN,OAK,18,6600,6300,6.7,9
TE,Will Tye,17,NYG,WAS,23,4600,2800,6.7,9
RB,Deandre Washington,17,OAK,DEN,21,4500,3800,6.7,8
RB,James Starks,5,GB,NYG,7,4700,3400,6.7,8
RB,DuJuan Harris,7,SF,TB,25,4500,0,6.7,8
TE,Gavin Escobar,9,DAL,CLE,30,4500,2500,6.7,7
RB,Benjamin Cunningham,9,LAR,CAR,8,4500,3700,6.7,9
RB,Ronnie Hillman,9,MIN,DET,10,4500,3000,6.7,7
WR,Alshon Jeffery,10,CHI,TB,30,7200,6600,6.7,9
WR,Quinton Patton,10,SF,ARI,5,4500,3000,6.7,8
WR,Anquan Boldin,11,DET,JAX,9,5200,3800,6.7,10
RB,Mike Gillislee,5,BUF,LA,18,4800,3000,6.6,7
WR,Brian Quick,5,LAR,BUF,15,4500,3200,6.6,8
WR,Jermaine Kearse,7,SEA,ARI,9,4500,3000,6.6,8
FB,Patrick DiMarco,9,ATL,TB,26,4500,3000,6.6,7
TE,Kyle Rudolph,9,MIN,DET,32,5000,4000,6.6,7
TE,Austin Hooper,8,ATL,GB,22,4500,2500,6.6,9
WR,Tyler Boyd,8,CIN,WAS,14,4600,3000,6.6,9
TE,Ben Koyack,8,JAX,TEN,22,4500,2500,6.6,9
RB,Chris Thompson,8,WAS,CIN,21,5200,3700,6.6,9
TE,Travis Kelce,10,KC,CAR,30,6300,5600,6.6,8
WR,Rod Streater,12,SF,MIA,18,4500,3000,6.6,9
RB,Rex Burkhead,13,CIN,PHI,7,4500,3500,6.6,10
WR,Ty Montgomery,13,GB,HOU,3,4700,4200,6.6,8
TE,DJ Tialavea,16,ATL,CAR,31,0,0,6.6,7
RB,Justin Forsett,1,BAL,BUF,16,6900,4600,6.6,8
WR,Sammie Coates,1,PIT,WAS,29,5200,3700,6.6,8
TE,Jason Witten,2,DAL,WAS,12,5900,4300,6.6,8
TE,Dion Sims,3,MIA,CLE,24,4500,2500,6.6,9
WR,Devin Funchess,4,CAR,ATL,20,5300,3600,6.6,8
RB,Josh Ferguson,4,IND,JAX,6,4500,3000,6.6,10
TE,Dennis Pitta,6,BAL,NYG,13,5400,4300,6.6,10
TE,Zach Miller,6,CHI,JAX,7,5800,3800,6.6,10
WR,Lucky Whitehead,6,DAL,GB,27,4500,3000,6.6,7
RB,Duke Johnson,1,CLE,PHI,28,5600,5100,6.5,8
WR,Kevin White,2,CHI,PHI,2,5800,4300,6.5,9
WR,Sammie Coates,3,PIT,PHI,6,5500,3800,6.5,8
TE,CJ Uzomah,4,CIN,MIA,23,5000,2500,6.5,9
WR,Cordarrelle Patterson,4,MIN,NYG,18,4700,3000,6.5,9
WR,Tyrell Williams,4,SD,NO,24,6400,4400,6.5,9
RB,Devonta Freeman,6,ATL,SEA,10,7100,5600,6.5,8
WR,Antonio Brown,6,PIT,MIA,29,9700,10000,6.5,9
TE,Greg Olsen,12,CAR,OAK,25,7000,5800,6.5,9
RB,Matt Forte,12,NYJ,NE,16,6800,5500,6.5,8
RB,Charles Sims,14,TB,NO,25,4600,4000,6.5,8
RB,Chris Thompson,5,WAS,BAL,3,5400,3300,6.5,9
WR,Allen Hurns,7,JAX,OAK,30,6000,5000,6.5,9
WR,Ted Ginn,9,CAR,LA,19,5500,3900,6.5,9
RB,Tim Hightower,10,NO,DEN,26,6200,4600,6.5,8
WR,Paul Richardson,17,SEA,SF,27,4500,3400,6.5,9
WR,Tyler Boyd,17,CIN,BAL,24,5100,4000,6.4,7
WR,Cole Beasley,17,DAL,PHI,31,6000,4700,6.4,8
TE,Trey Burton,17,PHI,DAL,26,4500,2500,6.4,9
RB,Alex Collins,17,SEA,SF,32,5800,4600,6.4,7
RB,Dion Lewis,11,NE,SF,32,4900,3300,6.4,8
WR,TJ Jones,13,DET,NO,15,0,0,6.4,8
WR,DeSean Jackson,13,WAS,ARI,8,6000,5000,6.4,7
RB,Charcandrick West,14,KC,OAK,29,5000,4900,6.4,6
RB,Zach Zenner,15,DET,NYG,12,4700,3000,6.4,9
RB,Jonathan Stewart,1,CAR,DEN,11,6400,5100,6.4,6
WR,Vincent Jackson,2,TB,ARI,22,5400,4000,6.4,8
WR,Jaron Brown,3,ARI,BUF,29,4900,3300,6.4,8
RB,DeAngelo Williams,3,PIT,PHI,10,8800,7500,6.4,8
WR,Taylor Gabriel,4,ATL,CAR,2,0,3000,6.4,8
WR,Brandon LaFell,4,CIN,MIA,26,5500,3200,6.4,8
WR,Jordan Norwood,6,DEN,SD,21,4500,3000,6.4,9
WR,TY Hilton,6,IND,HOU,3,7900,7700,6.4,8
WR,Allen Robinson,6,JAX,CHI,20,8600,7800,6.4,8
WR,Jeremy Maclin,6,KC,OAK,32,6900,6300,6.4,8
TE,Larry Donnell,6,NYG,BAL,5,5000,2500,6.4,9
WR,Jaelen Strong,5,HOU,MIN,2,4600,3100,6.4,9
WR,DeAndre Hopkins,8,HOU,DET,23,7600,7400,6.4,8
TE,Greg Olsen,10,CAR,KC,7,7200,5900,6.4,9
RB,Robert Turbin,11,IND,TEN,10,4500,3400,6.4,6
TE,Antonio Gates,7,SD,ATL,29,5500,2900,6.3,9
WR,Marquise Goodwin,9,BUF,SEA,8,5300,3300,6.3,8
RB,Kenjon Barner,9,PHI,NYG,11,4600,3000,6.3,6
WR,DeSean Jackson,8,WAS,CIN,7,6000,5300,6.3,8
TE,AJ Derby,12,DEN,KC,3,4500,2500,6.3,8
WR,Pierre Garcon,12,WAS,DAL,16,5600,3900,6.3,8
RB,Jonathan Grimes,13,HOU,GB,15,4500,3000,6.3,7
WR,Brandon Marshall,13,NYJ,IND,21,7200,6900,6.3,8
RB,Rob Kelley,13,WAS,ARI,2,6100,4700,6.3,6
RB,Robert Turbin,14,IND,HOU,21,4500,3300,6.3,8
WR,Emmanuel Sanders,15,DEN,NE,10,6600,6600,6.3,8
RB,Kenneth Dixon,16,BAL,PIT,26,5300,4200,6.3,7
WR,Tajae Sharpe,16,TEN,JAX,6,5000,3200,6.3,8
WR,Robert Woods,17,BUF,NYJ,17,5200,3600,6.3,8
WR,Robby Anderson,17,NYJ,BUF,10,5200,4400,6.3,8
WR,Sammy Watkins,1,BUF,BAL,28,7300,6900,6.3,8
WR,Chris Conley,1,KC,SD,4,4600,3700,6.3,8
WR,Danny Amendola,1,NE,ARI,8,6000,4200,6.3,8
RB,Cameron Artis-Payne,3,CAR,MIN,9,4800,3000,6.3,7
FB,John Kuhn,3,NO,ATL,29,4500,3000,6.3,6
WR,Tajae Sharpe,3,TEN,OAK,32,5800,4700,6.3,8
TE,Will Tye,4,NYG,MIN,16,4700,2600,6.3,8
WR,Breshad Perriman,6,BAL,NYG,22,4900,3000,6.3,8
WR,Andrew Hawkins,6,CLE,TEN,6,4600,3100,6.3,8
RB,Devontae Booker,6,DEN,SD,31,5000,3500,6.3,7
FB,Jamize Olawale,1,OAK,NO,30,4500,3000,6.2,6
RB,Terrance West,2,BAL,CLE,24,5400,3300,6.2,7
WR,Nelson Agholor,2,PHI,CHI,24,5600,3500,6.2,8
WR,Josh Doctson,2,WAS,DAL,20,4800,3000,6.2,7
RB,Justin Forsett,3,BAL,JAX,11,6500,3900,6.2,9
RB,Travaris Cadet,3,NO,ATL,29,5100,3100,6.2,9
TE,Eric Ebron,4,DET,CHI,6,5800,3700,6.2,8
TE,Jason Witten,6,DAL,GB,26,5600,4200,6.2,8
WR,Justin Hardy,12,ATL,ARI,5,4600,3000,6.2,8
TE,CJ Fiedorowicz,12,HOU,SD,12,5200,3300,6.2,8
WR,Cordarrelle Patterson,12,MIN,DET,14,5200,3600,6.2,9
WR,Michael Thomas,13,NO,DET,10,6900,6900,6.2,8
TE,AJ Derby,14,DEN,TEN,18,4500,2500,6.2,10
WR,Mike Evans,14,TB,NO,19,8900,8900,6.2,8
RB,Carlos Hyde,15,SF,ATL,30,7000,5900,6.2,8
RB,Ka'Deem Carey,7,CHI,GB,1,4500,3000,6.2,7
WR,Adam Thielen,7,MIN,PHI,4,5400,3700,6.2,7
WR,Seth Roberts,7,OAK,JAX,25,5200,3000,6.2,8
RB,Paul Perkins,9,NYG,PHI,15,4500,3000,6.2,8
RB,Terron Ward,8,ATL,GB,1,4500,0,6.2,7
RB,Benjamin Cunningham,10,LAR,NYJ,18,4500,3700,6.2,8
WR,Paul Richardson,10,SEA,NE,6,4500,3000,6.2,7
TE,Jason Witten,11,DAL,BAL,2,5500,3300,6.2,9
TE,CJ Fiedorowicz,16,HOU,CIN,30,4900,3700,6.2,8
RB,Dion Lewis,16,NE,NYJ,16,5100,4100,6.2,7
RB,Charles Sims,16,TB,NO,30,4800,3800,6.2,8
RB,Jeremy Langford,17,CHI,MIN,7,4800,4000,6.2,9
RB,Dion Lewis,17,NE,MIA,17,5200,4000,6.2,7
RB,Damien Williams,16,MIA,BUF,23,4500,3900,6.1,7
RB,Latavius Murray,16,OAK,IND,22,7300,6200,6.1,7
WR,Josh Bellamy,12,CHI,TEN,21,4500,3000,6.1,8
FB,Kyle Juszczyk,14,BAL,NE,7,4500,3000,6.1,8
WR,Cole Beasley,14,DAL,NYG,11,6300,5200,6.1,8
WR,Brian Quick,15,LAR,SEA,20,4500,3100,6.1,8
RB,Chris Thompson,15,WAS,CAR,8,5100,3700,6.1,9
TE,Jermaine Gresham,1,ARI,NE,5,4500,2500,6.1,8
RB,Dwayne Washington,1,DET,IND,21,4500,3000,6.1,6
RB,Justin Forsett,2,BAL,CLE,24,6600,4400,6.1,8
TE,Virgil Green,2,DEN,IND,29,4600,2800,6.1,8
WR,TY Hilton,2,IND,DEN,13,7000,7000,6.1,8
RB,Josh Ferguson,2,IND,DEN,3,4500,3300,6.1,9
WR,Adam Thielen,2,MIN,GB,12,4500,3200,6.1,8
RB,Shane Vereen,2,NYG,NO,31,5100,3800,6.1,9
RB,Lance Dunbar,3,DAL,CHI,18,4800,3000,6.1,6
WR,Alshon Jeffery,4,CHI,DET,22,8200,7500,6.1,8
WR,Anquan Boldin,4,DET,CHI,20,6500,4200,6.1,9
WR,DeAndre Hopkins,7,HOU,DEN,1,7900,6900,6.1,9
TE,Erik Swoope,7,IND,TEN,15,0,2500,6.1,7
RB,Chris Ivory,7,JAX,OAK,29,5500,3400,6.1,7
WR,Nelson Agholor,9,PHI,NYG,18,5200,3100,6.1,8
RB,Christine Michael,9,SEA,BUF,19,7500,6700,6.1,6
RB,Juwan Thompson,8,DEN,SD,27,4500,0,6.1,6
WR,Golden Tate,5,DET,PHI,5,6400,4900,6,8
WR,Jakeem Grant,5,MIA,TEN,10,4500,3000,6,6
WR,Julian Edelman,5,NE,CLE,20,7000,6700,6,9
WR,Ifeanyi Momah,7,ARI,SEA,7,4500,2500,6,7
TE,Dennis Pitta,7,BAL,NYJ,25,5300,4000,6,8
TE,CJ Fiedorowicz,7,HOU,DEN,15,5100,2500,6,9
WR,Jeremy Maclin,7,KC,NO,24,6800,6700,6,8
WR,DeSean Jackson,7,WAS,DET,28,6500,5700,6,9
RB,Jordan Todman,9,IND,GB,1,4500,3000,6,6
TE,Josh Hill,9,NO,SF,18,4500,2500,6,8
WR,Anquan Boldin,13,DET,NO,15,5000,4100,6,8
WR,Josh Bellamy,14,CHI,DET,7,4900,3500,6,8
RB,Alfred Blue,14,HOU,IND,24,5100,4400,6,7
RB,Ryan Mathews,14,PHI,WAS,29,4600,4000,6,6
RB,Rex Burkhead,15,CIN,PIT,29,4500,3500,6,7
WR,TY Hilton,15,IND,MIN,2,7300,7200,6,8
WR,Marqise Lee,15,JAX,HOU,6,5700,4000,6,6
WR,Ty Montgomery,16,GB,MIN,2,6300,5900,6,8
RB,Matt Asiata,17,MIN,CHI,11,5000,3100,6,8
TE,Delanie Walker,17,TEN,HOU,4,6200,4000,6,9
RB,Devonta Freeman,1,ATL,TB,14,8100,6900,6,8
WR,Rishard Matthews,2,TEN,DET,25,5300,3300,6,8
WR,Allen Hurns,3,JAX,BAL,8,6500,5200,6,8
WR,Stefon Diggs,3,MIN,CAR,2,6400,5100,6,8
WR,Emmanuel Sanders,6,DEN,SD,21,6800,7000,6,8
RB,Ryan Mathews,6,PHI,WAS,30,6500,4900,6,6
TE,Travis Kelce,2,KC,HOU,5,6300,5000,5.9,8
WR,Antonio Brown,2,PIT,CIN,18,9200,9900,5.9,8
WR,Chris Conley,3,KC,NYJ,31,4600,3100,5.9,7
WR,Tommylee Lewis,3,NO,ATL,19,4500,3000,5.9,7
WR,Pierre Garcon,4,WAS,CLE,31,6000,4000,5.9,8
RB,Rob Kelley,6,WAS,PHI,6,4800,3000,5.9,6
RB,Chris Thompson,12,WAS,DAL,5,5300,3600,5.9,8
WR,Marqise Lee,13,JAX,DEN,1,5600,4000,5.9,7
WR,Mohamed Sanu,15,ATL,SF,31,5300,4900,5.9,7
WR,Will Fuller,15,HOU,JAX,5,5100,4100,5.9,8
RB,Duke Johnson,16,CLE,SD,26,4700,3500,5.9,7
RB,Fozzy Whittaker,5,CAR,TB,23,6100,4100,5.9,6
RB,Darren Sproles,7,PHI,MIN,9,5100,3800,5.9,7
RB,Damien Williams,9,MIA,NYJ,16,4500,3100,5.9,7
WR,Corey Coleman,11,CLE,PIT,4,5400,4700,5.9,8
WR,Brice Butler,11,DAL,BAL,24,4700,3200,5.9,7
WR,Ty Montgomery,11,GB,WAS,13,5200,5100,5.9,7
WR,Dontrelle Inman,16,SD,CLE,24,5600,6000,5.9,7
TE,Garrett Celek,16,SF,LA,9,4800,2900,5.9,8
RB,David Johnson,17,ARI,LA,16,9300,9800,5.9,7
TE,Vernon Davis,17,WAS,NYG,13,4800,3300,5.9,7
WR,DeAndre Hopkins,16,HOU,CIN,4,6600,5200,5.8,7
RB,Rex Burkhead,12,CIN,BAL,1,4500,3000,5.8,7
TE,Eric Ebron,13,DET,NO,22,5700,3900,5.8,8
RB,Dion Lewis,13,NE,LA,19,5000,3800,5.8,8
WR,Marquise Goodwin,15,BUF,CLE,27,5400,3100,5.8,7
WR,Robert Woods,16,BUF,MIA,22,5100,3400,5.8,7
WR,Anquan Boldin,16,DET,DAL,15,5300,4100,5.8,8
TE,Marcedes Lewis,1,JAX,GB,18,4600,2700,5.8,7
RB,Bilal Powell,1,NYJ,CIN,13,5500,4300,5.8,7
RB,Darren Sproles,2,PHI,CHI,7,5400,3800,5.8,7
RB,Terrance West,3,BAL,JAX,11,5200,3500,5.8,6
RB,Kenyan Drake,3,MIA,CLE,15,5900,3600,5.8,7
WR,Julian Edelman,6,NE,CIN,21,7200,6800,5.8,8
TE,Jason Witten,5,DAL,CIN,16,5800,4400,5.8,7
WR,Dorial Green-Beckham,5,PHI,DET,27,4900,3200,5.8,7
RB,Justin Forsett,7,DET,WAS,24,5200,3300,5.8,7
WR,Kenny Britt,7,LAR,NYG,18,6200,4300,5.8,7
WR,Harry Douglas,9,TEN,SD,12,4500,3000,5.8,7
WR,Phillip Dorsett,8,IND,KC,31,5300,3900,5.8,8
FB,Derek Watt,8,SD,DEN,18,4500,3000,5.8,6
WR,Cole Beasley,10,DAL,PIT,4,6500,5400,5.8,8
RB,Akeem Hunt,10,HOU,JAX,16,4500,0,5.8,6
WR,Brandon Tate,11,BUF,CIN,7,4500,3000,5.8,7
WR,Sterling Shepard,7,NYG,LA,26,6400,5100,5.7,8
RB,Antone Smith,7,TB,SF,30,0,0,5.7,7
WR,Rishard Matthews,7,TEN,IND,7,5600,3600,5.7,8
TE,Coby Fleener,9,NO,SF,18,5800,3400,5.7,7
TE,Gary Barnidge,8,CLE,NYJ,21,5000,3300,5.7,7
RB,Spencer Ware,8,KC,IND,29,7400,6800,5.7,7
TE,Jermaine Gresham,10,ARI,SF,17,4500,2500,5.7,8
RB,James White,10,NE,SEA,9,5400,4500,5.7,8
WR,Davante Adams,11,GB,WAS,13,7600,6700,5.7,7
RB,Charcandrick West,11,KC,TB,26,5400,5000,5.7,7
RB,Todd Gurley,13,LAR,NE,12,6800,5000,5.7,7
TE,Antonio Gates,13,SD,TB,19,5300,4100,5.7,8
WR,Aldrick Robinson,14,ATL,LA,21,4500,3000,5.7,7
TE,Jermaine Gresham,15,ARI,NO,18,4500,2500,5.7,7
WR,Corey Brown,15,CAR,WAS,13,4500,3000,5.7,7
WR,Jordan Matthews,15,PHI,BAL,29,5700,5400,5.7,9
RB,Jonathan Stewart,16,CAR,ATL,27,6400,5200,5.7,6
RB,Darren McFadden,17,DAL,PHI,13,4500,4300,5.7,7
TE,Delanie Walker,1,TEN,MIN,16,6500,4500,5.7,7
TE,Gary Barnidge,2,CLE,BAL,14,6000,4000,5.7,8
TE,Jack Doyle,2,IND,DEN,23,5200,2500,5.7,8
RB,Deandre Washington,2,OAK,ATL,19,4700,3400,5.7,6
TE,Jimmy Graham,2,SEA,LA,26,5500,3200,5.7,7
WR,Quincy Enunwa,3,NYJ,KC,16,6000,4800,5.7,8
RB,Giovani Bernard,4,CIN,MIA,18,5500,4700,5.7,7
WR,Quincy Enunwa,6,NYJ,ARI,10,5900,4900,5.7,7
TE,Jesse James,1,PIT,WAS,15,4500,3400,5.6,8
WR,Adam Humphries,1,TB,ATL,2,4500,3000,5.6,7
RB,Devontae Booker,2,DEN,IND,32,5200,3000,5.6,6
RB,Jeremy Langford,3,CHI,DAL,14,6500,5200,5.6,7
WR,Jaelen Strong,4,HOU,TEN,14,4700,3100,5.6,8
RB,Jay Ajayi,4,MIA,CIN,15,5500,4000,5.6,7
TE,Garrett Celek,11,SF,NE,12,4500,2600,5.6,7
TE,Delanie Walker,11,TEN,IND,27,6400,5700,5.6,8
TE,Ryan Griffin,12,HOU,SD,12,4500,2500,5.6,8
WR,Kamar Aiken,13,BAL,MIA,16,4500,3000,5.6,7
RB,Rex Burkhead,14,CIN,CLE,31,4500,3500,5.6,6
WR,Marvin Jones,15,DET,NYG,7,5600,4700,5.6,7
TE,Eric Ebron,15,DET,NYG,16,5800,3700,5.6,8
TE,Travis Kelce,15,KC,TEN,17,6900,5900,5.6,7
RB,Paul Perkins,15,NYG,DET,7,4500,3800,5.6,6
RB,Duke Johnson,9,CLE,DAL,2,5200,4000,5.6,7
WR,Corey Coleman,9,CLE,DAL,14,5600,4500,5.6,7
RB,Alfred Morris,9,DAL,CLE,30,4600,4600,5.6,6
TE,Kyle Rudolph,8,MIN,CHI,3,5100,3500,5.6,8
TE,Coby Fleener,8,NO,SEA,7,5700,3400,5.6,8
TE,Dennis Pitta,10,BAL,CLE,32,4900,4000,5.6,9
WR,Robert Woods,11,BUF,CIN,7,5400,4900,5.6,7
WR,Jordan Taylor,17,DEN,OAK,18,4500,3000,5.6,7
RB,Terrance West,17,BAL,CIN,19,5600,4400,5.5,8
RB,Alfred Blue,17,HOU,TEN,3,5600,4300,5.5,7
WR,Jermaine Kearse,17,SEA,SF,27,4500,4000,5.5,7
WR,Julio Jones,12,ATL,ARI,5,8700,8500,5.5,8
RB,Duke Johnson,12,CLE,NYG,17,4900,3600,5.5,7
WR,Marquise Goodwin,13,BUF,OAK,25,5200,3400,5.5,8
