P,Player,Week,Team,Opp,Opp Rank,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
WR,Braxton Berrios,6,NYJ,MIA,20,4900,3400,2.3,2.8,
WR,Chad Beebe,6,MIN,ATL,26,4500,3000,2.3,3.3,
WR,Anthony Miller,6,CHI,CAR,4,5200,4300,2.3,3.8,
RB,Jalen Richard,8,LV,CLE,15,4500,4000,2.3,2.8,
TE,Jimmy Graham,8,CHI,NO,31,5400,4600,2.3,3.3,
RB,Royce Freeman,7,DEN,KC,18,5100,4000,2.2,2.7,
WR,Ray-Ray McCloud III,7,PIT,TEN,27,0,3000,2.2,3.2,
TE,Will Dissly,8,SEA,SF,7,4600,2800,2.2,2.7,
RB,Matt Breida,1,MIA,NE,1,5200,5000,2.2,2.2,
WR,Freddie Swain,1,SEA,ATL,17,4500,3000,2.2,2.7,
WR,Josh Reynolds,1,LAR,DAL,7,4800,3900,2.2,2.7,
TE,Jordan Reed,1,SF,ARI,32,4000,3000,2.2,3.2,
TE,Adam Trautman,2,NO,LV,4,4000,2500,2.2,2.7,
WR,Breshad Perriman,2,NYJ,SF,14,5200,3800,2.2,3.2,
WR,Scotty Miller,2,TB,CAR,13,5200,4100,2.2,3.2,
WR,Antonio Gandy-Golden,3,WAS,CLE,26,4600,3200,2.2,2.2,
WR,Mike Williams,3,LAC,CAR,11,5700,4300,2.2,2.7,
RB,Jamaal Williams,3,GB,NO,13,5100,4000,2.2,2.7,
TE,Tyler Higbee,5,LAR,WAS,29,6000,5600,2.2,3.2,
RB,J.K. Dobbins,4,BAL,WAS,14,5700,4800,2.2,2.7,
TE,Chris Manhertz,4,CAR,ARI,16,4000,2500,2.2,2.7,
RB,Royce Freeman,4,DEN,NYJ,26,4800,4000,2.2,3.2,
WR,Jalen Guyton,1,LAC,CIN,18,4500,3000,2.1,2.6,
TE,Rob Gronkowski,1,TB,NO,9,5500,4900,2.1,3.1,
RB,Ito Smith,1,ATL,SEA,20,4900,4300,2.1,3.6,
RB,Darwin Thompson,2,KC,LAC,2,4500,4000,2.1,2.1,
RB,Travis Homer,2,SEA,NE,14,4500,4000,2.1,2.1,
RB,Alexander Mattison,2,MIN,IND,4,4700,4300,2.1,2.6,
TE,Josh Hill,2,NO,LV,4,4200,2500,2.1,2.6,
TE,Tyler Eifert,3,JAX,MIA,11,4900,3900,2.1,3.1,
WR,DeSean Jackson,3,PHI,CIN,4,5500,5200,2.1,3.1,
WR,Bennie Fowler,5,NO,LAC,14,4500,3000,2.1,3.1,
WR,Alex Erickson,4,CIN,JAX,12,4500,3000,2.1,2.6,
WR,Marquez Callaway,4,NO,DET,24,4500,3000,2.1,2.6,
RB,Kalen Ballage,4,NYJ,DEN,7,5200,4300,2.1,3.1,
WR,Ted Ginn Jr.,4,CHI,IND,10,4600,3400,2.1,3.1,
WR,Isaiah Zuber,6,NE,DEN,24,4500,0,2.1,2.6,
WR,Darrius Shepherd,6,GB,TB,9,4500,3000,2.1,2.6,
WR,Damiere Byrd,7,NE,SF,8,5100,3800,2.1,2.6,
WR,Chad Beebe,8,MIN,GB,12,4500,3000,2.1,2.6,
TE,Irv Smith Jr.,8,MIN,GB,8,4500,3000,2.1,2.6,
TE,Ben Ellefson,7,JAX,LAC,25,4000,0,2,2,
TE,Reggie Gilliam,7,BUF,NYJ,22,4500,2500,2,2.5,
RB,Tevin Coleman,8,SF,SEA,12,5000,4000,2,2,
TE,Dallas Goedert,8,PHI,DAL,25,5500,4500,2,2.5,
TE,Harrison Bryant,8,CLE,LV,15,5000,3200,2,4.5,
RB,Jalen Richard,1,LV,CAR,32,4800,4700,2,2.5,
WR,Michael Pittman Jr.,1,IND,JAX,10,4900,4400,2,3,
RB,Ito Smith,2,ATL,DAL,26,4600,4000,2,2,
RB,Royce Freeman,2,DEN,PIT,3,4700,4000,2,2,
WR,Trent Taylor,2,SF,NYJ,26,4500,3300,2,3,
WR,K.J. Hill Jr.,3,LAC,CAR,11,4500,3000,2,2.5,
TE,Dawson Knox,5,BUF,TEN,26,4600,3300,2,2.5,
TE,Stephen Carlson,4,CLE,DAL,24,4000,2500,2,2,
WR,Auden Tate,4,CIN,JAX,12,4500,3000,2,2.5,
TE,Mike Gesicki,4,MIA,SEA,3,5700,5100,2,2.5,
RB,Mark Ingram II,6,BAL,PHI,12,6000,5100,2,2,
WR,Nick Westbrook-Ikhine,6,TEN,HOU,18,4500,3000,2,2,
TE,Geoff Swaim,6,TEN,HOU,15,4000,2500,2,3,
WR,Cedrick Wilson,6,DAL,ARI,5,5300,3100,2,3,
WR,Collin Johnson,1,JAX,IND,26,4500,3000,1.9,2.4,
RB,Wayne Gallman,1,NYG,PIT,5,4500,4000,1.9,2.4,
RB,Patrick Laird,1,MIA,NE,1,4700,4000,1.9,2.9,
TE,Evan Engram,1,NYG,PIT,13,6300,5200,1.9,2.9,
RB,Sony Michel,2,NE,SEA,11,5700,4300,1.9,1.9,
TE,Harrison Bryant,2,CLE,CIN,20,4000,2500,1.9,2.4,
FB,Alex Armah,2,CAR,TB,22,4500,4000,1.9,2.4,
RB,Malcolm Brown,3,LAR,BUF,10,5600,5200,1.9,1.9,
RB,Travis Homer,3,SEA,DAL,14,4500,4000,1.9,1.9,
WR,Mike Thomas,3,CIN,PHI,9,4700,3000,1.9,2.9,
TE,Darren Waller,3,LV,NE,3,6600,5700,1.9,2.9,
RB,Benny Snell Jr.,5,PIT,PHI,14,4700,4000,1.9,1.9,
RB,Mike Boone,5,MIN,SEA,5,4500,4000,1.9,1.9,
WR,Kenny Stills,5,HOU,JAX,10,4900,3600,1.9,2.4,
TE,Virgil Green,5,LAC,NO,32,4000,2500,1.9,2.4,
RB,Giovani Bernard,4,CIN,JAX,17,4800,4400,1.9,1.9,
RB,Austin Ekeler,4,LAC,TB,18,6900,7100,1.9,2.4,
RB,Boston Scott,6,PHI,BAL,4,4600,4000,1.9,2.9,
TE,Eric Ebron,6,PIT,CLE,25,5200,4100,1.9,2.9,
WR,Van Jefferson,7,LAR,CHI,3,4700,3000,1.9,2.4,
WR,Rashard Higgins,8,CLE,LV,24,5500,4200,1.9,2.4,
FB,Nick Bellore,8,SEA,SF,1,4500,4000,1.9,2.4,
WR,T.Y. Hilton,8,IND,DET,23,5500,4900,1.9,2.9,
WR,Henry Ruggs III,8,LV,CLE,30,5700,4900,1.9,2.9,
WR,Collin Johnson,7,JAX,LAC,12,4800,3000,1.8,2.3,
WR,Julian Edelman,7,NE,SF,8,6000,5000,1.8,2.3,
WR,Ashton Dulin,8,IND,DET,23,4500,3000,1.8,2.3,
WR,Isaiah Zuber,8,NE,BUF,8,4500,0,1.8,2.3,
WR,Vyncint Smith,8,NYJ,KC,4,4500,3000,1.8,2.3,
TE,Levine Toilolo,1,NYG,PIT,13,4000,2700,1.8,2.3,
TE,Will Dissly,1,SEA,ATL,19,4900,3400,1.8,2.8,
RB,T.J. Yeldon,3,BUF,LAR,23,4500,4000,1.8,1.8,
FB,Andy Janovich,3,CLE,WAS,3,4500,4000,1.8,2.3,
TE,Kaden Smith,3,NYG,SF,2,4100,2800,1.8,2.3,
WR,Freddie Swain,3,SEA,DAL,28,4500,3000,1.8,2.3,
WR,Olamide Zaccheaus,5,ATL,CAR,7,4800,3000,1.8,2.3,
TE,Blake Bell,5,DAL,NYG,7,4200,2800,1.8,2.3,
WR,Bisi Johnson,5,MIN,SEA,32,4500,3000,1.8,2.3,
TE,Hayden Hurst,5,ATL,CAR,9,5700,4700,1.8,2.8,
WR,Tre'Quan Smith,5,NO,LAC,14,5600,5000,1.8,2.8,
FB,Kyle Juszczyk,4,SF,PHI,14,4500,4000,1.8,2.3,
WR,Keith Kirkwood,6,CAR,CHI,2,4500,3000,1.8,2.3,
TE,Jonnu Smith,6,TEN,HOU,15,5800,5200,1.8,2.3,
WR,Cameron Batson,6,TEN,HOU,18,4500,0,1.8,2.3,
WR,Marvin Jones Jr.,6,DET,JAX,19,5800,5100,1.8,2.8,
RB,Gus Edwards,1,BAL,CLE,25,4900,4000,1.7,1.7,
WR,Devin Duvernay,1,BAL,CLE,8,4700,4400,1.7,2.2,
WR,KhaDarel Hodge,1,CLE,BAL,12,4700,3000,1.7,2.2,
TE,Josiah Deguara,1,GB,MIN,2,4000,2800,1.7,2.2,
TE,Blake Jarwin,1,DAL,LAR,21,5300,4700,1.7,2.2,
RB,Royce Freeman,1,DEN,TEN,16,4800,4000,1.7,2.2,
WR,Trent Taylor,1,SF,ARI,22,4700,3900,1.7,2.7,
RB,A.J. Dillon,2,GB,DET,6,4500,4000,1.7,1.7,
RB,La'Mical Perine,2,NYJ,SF,20,4500,4000,1.7,1.7,
TE,Cole Kmet,2,CHI,NYG,5,4100,2800,1.7,2.2,
RB,Darrel Williams,2,KC,LAC,2,4800,4000,1.7,2.2,
RB,Darrel Williams,3,KC,BAL,1,4800,4000,1.7,2.7,
WR,Pharoh Cooper,5,CAR,ATL,23,4500,3000,1.7,2.2,
WR,Auden Tate,5,CIN,BAL,10,4500,3000,1.7,2.2,
WR,Cody Hollister,5,TEN,BUF,19,4500,0,1.7,2.2,
RB,Kerryon Johnson,4,DET,NO,13,5100,4000,1.7,2.2,
TE,Tyler Kroft,4,BUF,LV,6,4700,3400,1.7,2.2,
TE,Jack Doyle,4,IND,CHI,18,5000,3500,1.7,2.2,
RB,Darwin Thompson,6,KC,BUF,14,4500,4000,1.7,1.7,
TE,Tanner Hudson,7,TB,LV,12,4000,2500,1.7,2.2,
WR,Keelan Cole,7,JAX,LAC,12,5500,4700,1.7,2.2,
TE,Anthony Firkser,7,TEN,PIT,8,5000,3000,1.7,2.7,
RB,Adrian Peterson,8,DET,IND,6,5400,4000,1.7,2.2,
WR,Equanimeous St. Brown,8,GB,MIN,31,4500,3000,1.7,2.2,
TE,Kyle Rudolph,8,MIN,GB,8,4400,3400,1.7,2.2,
WR,Gabriel Davis,7,BUF,NYJ,13,4800,3600,1.6,2.1,
TE,Ian Thomas,7,CAR,NO,32,4600,3000,1.6,2.1,
WR,Marcus Kemp,7,KC,DEN,18,4500,0,1.6,2.1,
TE,Tyler Kroft,8,BUF,NE,6,4800,3500,1.6,2.1,
RB,D'Ernest Johnson,8,CLE,LV,30,4800,4000,1.6,2.1,
WR,Kalif Raymond,8,TEN,CIN,18,4800,3000,1.6,2.1,
RB,Elijhaa Penny,8,NYG,TB,4,4500,4000,1.6,2.1,
TE,Irv Smith Jr.,1,MIN,GB,17,4800,3100,1.6,2.1,
TE,Dalton Schultz,1,DAL,LAR,21,4000,2500,1.6,2.1,
RB,Chris Thompson,1,JAX,IND,6,4900,4000,1.6,2.6,
TE,O.J. Howard,2,TB,CAR,14,4800,3900,1.6,2.1,
TE,Nick Boyle,2,BAL,HOU,25,4400,3100,1.6,2.1,
WR,Sammy Watkins,2,KC,LAC,5,5900,4800,1.6,2.1,
FB,Kyle Juszczyk,2,SF,NYJ,10,4500,4000,1.6,2.6,
RB,Reggie Bonnafon,3,CAR,LAC,1,4500,0,1.6,1.6,
FB,Alec Ingold,3,LV,NE,15,4500,4000,1.6,2.1,
FB,C.J. Ham,3,MIN,TEN,19,4500,4000,1.6,2.1,
TE,Dan Arnold,3,ARI,DET,16,4300,2800,1.6,2.1,
WR,Chad Beebe,5,MIN,SEA,32,4500,3000,1.6,2.1,
TE,Jason Witten,5,LV,KC,15,4200,2500,1.6,2.6,
TE,Chris Herndon,4,NYJ,DEN,21,4800,3500,1.6,2.1,
WR,Gunner Olszewski,4,NE,KC,1,0,0,1.6,2.1,
WR,Miles Boykin,6,BAL,PHI,27,4600,3800,1.6,2.1,
TE,Harrison Bryant,6,CLE,PIT,10,4200,2500,1.6,2.1,
RB,Duke Johnson,6,HOU,TEN,25,4600,4000,1.6,2.1,
WR,T.Y. Hilton,6,IND,CIN,12,5800,5000,1.6,2.1,
WR,Golden Tate,6,NYG,WAS,3,5400,4600,1.6,2.1,
WR,JuJu Smith-Schuster,6,PIT,CLE,30,7100,6600,1.6,2.6,
TE,Virgil Green,1,LAC,CIN,12,4100,2800,1.5,2,
TE,Anthony Firkser,1,TEN,DEN,14,4200,2500,1.5,2.5,
WR,Olamide Zaccheaus,2,ATL,DAL,19,4500,3000,1.5,2,
WR,Isaiah McKenzie,3,BUF,LAR,3,4500,3000,1.5,2,
RB,Dion Lewis,3,NYG,SF,9,5500,5300,1.5,2,
TE,Will Dissly,3,SEA,DAL,18,4800,3000,1.5,2.5,
WR,Deonte Harris,3,NO,GB,27,4700,3200,1.5,2.5,
TE,Temarrick Hemingway,5,WAS,LAR,19,4000,0,1.5,2,
TE,Kyle Rudolph,5,MIN,SEA,3,4600,3500,1.5,2,
RB,Jerick McKinnon,5,SF,MIA,23,6400,5800,1.5,2.5,
RB,La'Mical Perine,4,NYJ,DEN,7,4800,4000,1.5,1.5,
WR,Seth Roberts,4,CAR,ARI,2,4600,3000,1.5,2,
TE,Kaden Smith,4,NYG,LAR,22,4100,2800,1.5,2,
WR,Mike Thomas,6,CIN,IND,10,4700,3000,1.5,2,
RB,Dion Lewis,6,NYG,WAS,16,4800,4000,1.5,2,
RB,Peyton Barber,6,WAS,NYG,20,4500,4000,1.5,2,
WR,Mike Evans,6,TB,GB,13,7600,6900,1.5,2,
WR,Isaiah Ford,8,MIA,LAR,2,4800,3100,1.5,2,
WR,Austin Carr,8,NO,CHI,3,4500,3000,1.5,2,
WR,Cordarrelle Patterson,8,CHI,NO,22,4700,3200,1.5,2.5,
TE,Marcedes Lewis,7,GB,HOU,20,4600,2500,1.4,1.9,
TE,Jonnu Smith,7,TEN,PIT,8,6200,4700,1.4,1.9,
WR,Javon Wims,8,CHI,NO,22,4600,3000,1.4,1.9,
TE,Levine Toilolo,8,NYG,TB,15,4000,2500,1.4,1.9,
RB,Duke Johnson,1,HOU,KC,27,5400,4500,1.4,1.4,
RB,Kerryon Johnson,1,DET,CHI,15,5600,4400,1.4,1.4,
RB,A.J. Dillon,1,GB,MIN,14,4700,4400,1.4,1.4,
WR,Rashard Higgins,1,CLE,BAL,12,4600,4300,1.4,1.9,
WR,Bryan Edwards,1,LV,CAR,19,4500,4200,1.4,1.9,
TE,Jacob Hollister,1,SEA,ATL,19,4200,3000,1.4,1.9,
RB,Tony Pollard,2,DAL,ATL,25,4800,4900,1.4,1.9,
TE,Will Dissly,2,SEA,NE,10,4700,2900,1.4,1.9,
WR,C.J. Board,3,NYG,SF,16,4500,3000,1.4,1.9,
WR,Mohamed Sanu Sr.,3,SF,NYG,24,4900,3000,1.4,1.9,
TE,Ian Thomas,3,CAR,LAC,22,4600,3000,1.4,1.9,
WR,Noah Brown,3,DAL,SEA,32,4500,3000,1.4,1.9,
WR,Willie Snead IV,3,BAL,KC,6,5200,3900,1.4,2.4,
RB,Travis Homer,5,SEA,MIN,20,4900,4000,1.4,1.4,
TE,Demetrius Harris,5,CHI,TB,11,4000,2500,1.4,1.9,
TE,Tanner Hudson,5,TB,CHI,20,4000,2500,1.4,1.9,
WR,DaeSean Hamilton,4,DEN,NYJ,7,4800,3300,1.4,1.9,
TE,Nick Boyle,4,BAL,WAS,27,4300,2800,1.4,1.9,
WR,Marvin Jones Jr.,4,DET,NO,14,6000,4900,1.4,1.9,
FB,Gabe Nabers,4,LAC,TB,18,4500,4000,1.4,1.9,
WR,Larry Fitzgerald,4,ARI,CAR,15,5100,4400,1.4,2.4,
RB,Rex Burkhead,6,NE,DEN,1,5600,4600,1.4,1.4,
TE,Ian Thomas,6,CAR,CHI,23,4600,2900,1.4,1.9,
WR,Cordarrelle Patterson,6,CHI,CAR,4,4700,3200,1.4,1.9,
WR,DeAndre Carter,1,HOU,KC,3,4600,3000,1.3,1.8,
TE,Tyler Eifert,1,JAX,IND,11,4600,3300,1.3,1.8,
TE,Nick Boyle,1,BAL,CLE,29,4600,3300,1.3,2.3,
RB,Travis Homer,1,SEA,ATL,11,4600,4000,1.3,2.3,
RB,Cam Akers,2,LAR,PHI,17,5600,4500,1.3,1.3,
TE,Chris Manhertz,2,CAR,TB,20,4000,2700,1.3,1.8,
WR,Cordarrelle Patterson,3,CHI,ATL,30,4800,3600,1.3,1.3,
WR,Isaiah Zuber,3,NE,LV,19,4500,0,1.3,1.3,
WR,Miles Boykin,3,BAL,KC,6,4700,3900,1.3,1.8,
WR,Braxton Berrios,5,NYJ,ARI,4,5200,3600,1.3,1.3,
WR,K.J. Hill Jr.,5,LAC,NO,9,4500,3000,1.3,1.8,
RB,Theo Riddick,4,LV,BUF,11,0,0,1.3,1.3,
TE,Logan Thomas,4,WAS,BAL,28,4900,3500,1.3,1.8,
TE,Foster Moreau,4,LV,BUF,23,4400,2500,1.3,1.8,
RB,Tyler Ervin,4,GB,ATL,13,4600,4000,1.3,1.8,
WR,Andy Isabella,4,ARI,CAR,15,5000,4500,1.3,2.3,
RB,Rico Dowdle,6,DAL,ARI,24,4500,4000,1.3,1.3,
RB,Ameer Abdullah,6,MIN,ATL,19,4500,4000,1.3,1.8,
WR,C.J. Board,6,NYG,WAS,3,4600,3000,1.3,1.8,
RB,Anthony McFarland Jr.,6,PIT,CLE,10,4700,4000,1.3,1.8,
WR,Jeff Smith,6,NYJ,MIA,20,4900,3000,1.3,1.8,
WR,Van Jefferson,6,LAR,SF,8,4700,3000,1.3,1.8,
FB,Kyle Juszczyk,6,SF,LAR,12,4500,4000,1.3,1.8,
WR,Trent Taylor,6,SF,LAR,1,4500,3000,1.3,1.8,
RB,Jason Huntley,7,PHI,NYG,22,4500,4000,1.3,1.3,
WR,J.J. Arcega-Whiteside,7,PHI,NYG,22,4900,3000,1.3,1.8,
TE,Cameron Brate,7,TB,LV,12,4900,2700,1.3,1.8,
TE,Ryan Izzo,7,NE,SF,9,4100,3000,1.3,1.8,
TE,Dalton Keene,7,NE,SF,9,4000,2500,1.3,1.8,
WR,Javon Wims,7,CHI,LAR,2,4600,3000,1.3,1.8,
WR,Isaiah McKenzie,7,BUF,NYJ,13,4700,3000,1.3,2.3,
RB,Matt Breida,8,MIA,LAR,7,4800,4000,1.3,1.3,
TE,Mike Gesicki,8,MIA,LAR,20,5500,4900,1.3,1.8,
RB,DeAndre Washington,7,KC,DEN,1,4500,4000,1.2,1.7,
WR,Andy Isabella,7,ARI,SEA,32,4800,3900,1.2,1.7,
RB,Tyler Ervin,8,GB,MIN,16,4700,4000,1.2,1.7,
TE,Josh Hill,8,NO,CHI,18,4200,2500,1.2,1.7,
TE,Drew Sample,1,CIN,LAC,8,4200,3100,1.2,1.7,
TE,Gerald Everett,1,LAR,DAL,26,4600,2900,1.2,1.7,
WR,Tyrie Cleveland,1,DEN,TEN,16,4500,3000,1.2,1.7,
WR,Jakobi Meyers,2,NE,SEA,31,4500,3000,1.2,1.7,
TE,Durham Smythe,3,MIA,JAX,30,4100,2500,1.2,1.7,
WR,Chad Beebe,3,MIN,TEN,18,4500,3000,1.2,1.7,
TE,Dallas Goedert,3,PHI,CIN,12,5200,4900,1.2,1.7,
FB,Kyle Juszczyk,3,SF,NYG,11,4500,4000,1.2,1.7,
WR,Diontae Spencer,3,DEN,TB,7,4500,3000,1.2,1.7,
RB,Darrynton Evans,5,TEN,BUF,11,4700,4000,1.2,1.2,
TE,Jaeden Graham,5,ATL,CAR,9,4000,2500,1.2,1.7,
FB,Patrick Ricard,5,BAL,CIN,22,4500,4000,1.2,1.7,
TE,Kaden Smith,5,NYG,DAL,27,4100,2800,1.2,1.7,
WR,Nick Westbrook-Ikhine,5,TEN,BUF,19,4500,3000,1.2,1.7,
WR,Demarcus Robinson,5,KC,LV,15,4700,3800,1.2,2.2,
TE,Nick Vannett,4,DEN,NYJ,23,4000,2500,1.2,1.7,
TE,Josh Hill,4,NO,DET,13,4200,2500,1.2,1.7,
FB,Michael Burton,4,NO,DET,27,4500,4000,1.2,1.7,
TE,David Njoku,6,CLE,PIT,10,5000,3600,1.2,1.7,
TE,Nick Vannett,6,DEN,NE,7,4000,3100,1.2,1.7,
WR,Marvin Hall,6,DET,JAX,19,4800,3000,1.2,1.7,
RB,LeSean McCoy,6,TB,GB,31,4800,4000,1.2,1.7,
TE,Tyler Kroft,6,BUF,KC,16,4500,2800,1.2,1.7,
WR,Gabriel Davis,6,BUF,KC,6,4900,3400,1.2,1.7,
WR,Mecole Hardman,1,KC,HOU,20,5000,4200,1.1,1.6,
WR,Chris Conley,1,JAX,IND,26,5100,4000,1.1,1.6,
WR,Justin Watson,1,TB,NO,27,4800,3800,1.1,1.6,
WR,Ashton Dulin,2,IND,MIN,32,4500,3000,1.1,1.6,
RB,Benny Snell Jr.,3,PIT,HOU,28,4800,4700,1.1,1.1,
TE,Luke Stocker,3,ATL,CHI,19,4000,2500,1.1,1.6,
FB,Cullen Gillaspia,3,HOU,PIT,4,4500,4000,1.1,1.6,
FB,Jakob Johnson,3,NE,LV,29,4500,4000,1.1,1.6,
WR,Trent Sherfield,5,ARI,NYJ,13,4500,3000,1.1,1.6,
TE,Zach Ertz,5,PHI,PIT,13,6500,5700,1.1,1.6,
FB,Chandler Cox,5,MIA,SF,1,4500,4000,1.1,1.6,
TE,David Njoku,5,CLE,IND,1,4500,3500,1.1,1.6,
TE,Dalton Schultz,5,DAL,NYG,7,5300,4800,1.1,1.6,
RB,Dion Lewis,5,NYG,DAL,21,5000,4200,1.1,2.1,
RB,LeSean McCoy,4,TB,LAC,1,4600,4000,1.1,1.6,
TE,Demetrius Harris,4,CHI,IND,1,4000,2500,1.1,1.6,
TE,Chris Manhertz,6,CAR,CHI,23,4100,2500,1.1,1.6,
WR,Chris Conley,6,JAX,DET,25,5200,3600,1.1,1.6,
WR,Scotty Miller,6,TB,GB,13,5200,4200,1.1,1.6,
RB,A.J. Dillon,7,GB,HOU,32,4500,4000,1.1,1.1,
RB,Samaje Perine,7,CIN,CLE,15,4500,4000,1.1,1.6,
WR,Austin Carr,7,NO,CAR,2,4500,0,1.1,1.6,
TE,Jeremy Sprinkle,7,WAS,DAL,23,4000,2500,1.1,1.6,
TE,Jason Witten,7,LV,TB,11,4400,2500,1.1,1.6,
WR,N'Keal Harry,7,NE,SF,8,5200,3900,1.1,1.6,
WR,Jamal Agnew,8,DET,IND,14,0,3000,1.1,1.1,
TE,Chris Manhertz,8,CAR,ATL,32,4100,2500,1.1,1.6,
WR,Darrius Shepherd,8,GB,MIN,31,4500,3000,1.1,1.6,
WR,Michael Pittman Jr.,8,IND,DET,23,4500,4000,1.1,1.6,
WR,Ray-Ray McCloud III,8,PIT,BAL,9,0,3000,1.1,1.6,
WR,Diontae Johnson,8,PIT,BAL,9,6200,5500,1.1,1.6,
TE,Jacob Hollister,8,SEA,SF,7,4300,2500,1.1,1.6,
TE,Kaden Smith,8,NYG,TB,15,4200,2500,1.1,1.6,
WR,Tyron Johnson,7,LAC,JAX,17,4600,3000,1,1,
RB,Travis Homer,7,SEA,ARI,20,4800,4000,1,1,
TE,Deon Yelder,8,KC,NYJ,21,4000,2500,1,1.5,
TE,Nick Keizer,8,KC,NYJ,21,4100,2500,1,1.5,
WR,Malcolm Perry,8,MIA,LAR,2,4500,4000,1,1.5,
RB,Khari Blasingame,8,TEN,CIN,19,4500,4000,1,1.5,
WR,Tommylee Lewis,8,NO,CHI,3,4500,0,1,1.5,
WR,Juwan Johnson,8,NO,CHI,3,4500,3000,1,1.5,
WR,Amari Cooper,8,DAL,PHI,21,7500,6500,1,1.5,
WR,Seth Roberts,1,CAR,LV,23,4700,3800,1,1.5,
TE,Harrison Bryant,1,CLE,BAL,1,4000,2700,1,1.5,
RB,Khari Blasingame,1,TEN,DEN,10,4500,4000,1,1.5,
WR,DaeSean Hamilton,2,DEN,PIT,23,4700,3500,1,1.5,
TE,Chris Herndon,2,NYJ,SF,5,5100,3400,1,1.5,
WR,Greg Ward,2,PHI,LAR,16,4900,4200,1,1.5,
TE,Ross Dwelley,2,SF,NYJ,9,4400,2500,1,1.5,
RB,Devontae Booker,2,LV,NO,4,4800,4000,1,1.5,
RB,Devonta Freeman,3,NYG,SF,9,5200,5500,1,1,
RB,Jeremy McNichols,3,TEN,MIN,22,4500,4000,1,1.5,
TE,Jake Butt,3,DEN,TB,7,4000,2500,1,1.5,
WR,Marquez Valdes-Scantling,3,GB,NO,11,5100,4900,1,1.5,
WR,KeeSean Johnson,5,ARI,NYJ,13,4500,3000,1,1.5,
TE,Trevon Wesco,5,NYJ,ARI,16,4000,2500,1,1.5,
WR,Mike Thomas,4,CIN,JAX,12,4700,3000,1,1.5,
TE,Johnny Mundt,4,LAR,NYG,5,4000,2500,1,1.5,
WR,Cordarrelle Patterson,4,CHI,IND,10,4800,3700,1,1.5,
TE,Deon Yelder,4,KC,NE,5,0,0,1,1.5,
RB,Zack Moss,6,BUF,KC,25,5300,4000,1,1,
WR,Christian Blake,6,ATL,MIN,29,4800,3000,1,1.5,
RB,Mike Boone,6,MIN,ATL,19,5100,4000,1,1.5,
TE,Chris Manhertz,1,CAR,LV,31,4100,2700,0.9,1.4,
WR,Tre'Quan Smith,1,NO,TB,32,4900,4000,0.9,1.4,
RB,Senorise Perry,2,TEN,JAX,29,4500,4000,0.9,0.9,
TE,Marcedes Lewis,2,GB,DET,21,4200,2700,0.9,1.4,
RB,Tyler Ervin,2,GB,DET,6,4500,4000,0.9,1.4,
RB,Nyheim Hines,2,IND,MIN,23,5500,5300,0.9,1.4,
TE,Adam Shaheen,2,MIA,BUF,3,4000,2600,0.9,1.4,
RB,Jaylen Samuels,2,PIT,DEN,9,4600,4000,0.9,1.4,
WR,Henry Ruggs III,2,LV,NO,19,5500,5300,0.9,1.4,
TE,Kaden Smith,2,NYG,CHI,26,4100,3200,0.9,1.9,
WR,Diontae Johnson,3,PIT,HOU,13,6300,5400,0.9,0.9,
RB,Darrynton Evans,3,TEN,MIN,22,4500,4000,0.9,0.9,
WR,Dede Westbrook,3,JAX,MIA,30,4600,3400,0.9,1.4,
RB,Giovani Bernard,5,CIN,BAL,7,4600,4100,0.9,1.4,
TE,Pharaoh Brown,5,HOU,JAX,26,4000,2500,0.9,1.4,
TE,Vance McDonald,5,PIT,PHI,30,4200,2800,0.9,1.4,
TE,Logan Thomas,5,WAS,LAR,19,4900,3500,0.9,1.4,
WR,Devin Duvernay,4,BAL,WAS,6,4500,3300,0.9,1.4,
FB,Keith Smith,4,ATL,GB,30,4500,4000,0.9,1.4,
WR,Diontae Spencer,6,DEN,NE,23,4500,3000,0.9,0.9,
WR,Isaiah McKenzie,6,BUF,KC,6,4700,3000,0.9,1.4,
WR,Marquez Valdes-Scantling,7,GB,HOU,25,5400,4100,0.9,0.9,
WR,Brandon Powell,7,ATL,DET,24,4600,3000,0.9,1.4,
WR,Brandon Zylstra,7,CAR,NO,19,4500,3000,0.9,1.4,
WR,Demarcus Robinson,7,KC,DEN,18,5200,3400,0.9,1.4,
WR,Mike Williams,7,LAC,JAX,17,5900,4700,0.9,1.4,
RB,Devonta Freeman,7,NYG,PHI,12,5700,4800,0.8,0.8,
TE,Isaac Nauta,7,DET,ATL,31,4000,2500,0.8,1.3,
RB,James White,7,NE,SF,2,5200,4900,0.8,1.3,
RB,Alexander Mattison,8,MIN,GB,31,6500,6000,0.8,0.8,
WR,Jalen Guyton,8,LAC,DEN,13,5100,3600,0.8,1.3,
TE,Vance McDonald,1,PIT,NYG,23,4400,3100,0.8,1.3,
RB,Jaylen Samuels,1,PIT,NYG,18,4700,4100,0.8,1.3,
WR,Joe Reed,2,LAC,KC,11,4500,3700,0.8,0.8,
FB,Keith Smith,2,ATL,DAL,26,4500,4000,0.8,1.3,
TE,Irv Smith Jr.,2,MIN,IND,1,4600,2900,0.8,1.3,
TE,Vance McDonald,2,PIT,DEN,30,4500,3000,0.8,1.3,
WR,Antonio Gandy-Golden,2,WAS,ARI,1,4600,3300,0.8,1.3,
